owner_step	source_step	handoff_status	owner_step_tsv_has_file_id	owner_step_md_mentions_file_id	file_id	status	path	file_kind	route_classes	features	group	disposition	evidence	notes	minimalism_gate
M07	M07	owned-in-source-step	yes	yes	000181	D	package/kernel/mac80211/patches/rtl/023-v6.13-wifi-rtw88-Report-the-signal-strength-only-if-it-s-k.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000182	D	package/kernel/mac80211/patches/rtl/024-v6.13-wifi-rtw88-Add-some-definitions-for-RTL8821AU-RTL881.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000183	D	package/kernel/mac80211/patches/rtl/025-v6.13-wifi-rtw88-Dump-the-HW-features-only-for-some-chips.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000184	D	package/kernel/mac80211/patches/rtl/026-v6.13-wifi-rtw88-Allow-different-C2H-RA-report-sizes.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000185	D	package/kernel/mac80211/patches/rtl/027-v6.13-wifi-rtw88-Extend-the-init-table-parsing-for-RTL8812.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000186	D	package/kernel/mac80211/patches/rtl/028-v6.13-wifi-rtw88-Allow-rtw_chip_info.ltecoex_addr-to-be-NU.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000187	D	package/kernel/mac80211/patches/rtl/029-v6.13-wifi-rtw88-Let-each-driver-control-the-power-on-off-.patch	patch	primary,review-only	wireless:regulatory:db,wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000188	D	package/kernel/mac80211/patches/rtl/030-v6.13-wifi-rtw88-Enable-data-rate-fallback-for-older-chips.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000189	D	package/kernel/mac80211/patches/rtl/031-v6.13-wifi-rtw88-Make-txagc_remnant_ofdm-an-array.patch	patch	primary,review-only	wireless:regulatory:db,wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000190	D	package/kernel/mac80211/patches/rtl/032-v6.13-wifi-rtw88-Support-TX-page-sizes-bigger-than-128.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000191	D	package/kernel/mac80211/patches/rtl/033-v6.13-wifi-rtw88-Move-pwr_track_tbl-to-struct-rtw_rfe_def.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000192	D	package/kernel/mac80211/patches/rtl/034-v6.13-wifi-rtw88-usb-Set-pkt_info.ls-for-the-reserved-page.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000193	D	package/kernel/mac80211/patches/rtl/035-v6.13-wifi-rtw88-Detect-beacon-loss-with-chips-other-than-.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	yes	000194	D	package/kernel/mac80211/patches/rtl/036-v6.13-wifi-rtw88-coex-Support-chips-without-a-scoreboard.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000195	D	package/kernel/mac80211/patches/rtl/037-v6.13-wifi-rtw88-8821a-Regularly-ask-for-BT-info-updates.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000196	D	package/kernel/mac80211/patches/rtl/038-v6.13-wifi-rtw88-8812a-Mitigate-beacon-loss.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000197	D	package/kernel/mac80211/patches/rtl/039-v6.13-wifi-rtw88-Add-rtw8812a_table.-c-h.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000198	D	package/kernel/mac80211/patches/rtl/040-v6.13-wifi-rtw88-Add-rtw8821a_table.-c-h.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000199	D	package/kernel/mac80211/patches/rtl/041-v6.13-wifi-rtw88-Add-rtw88xxa.-c-h.patch	patch	primary,review-only	wireless:regulatory:db,wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000200	D	package/kernel/mac80211/patches/rtl/042-v6.13-wifi-rtw88-Add-rtw8821a.-c-h.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000201	D	package/kernel/mac80211/patches/rtl/043-v6.13-wifi-rtw88-Add-rtw8812a.-c-h.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000202	D	package/kernel/mac80211/patches/rtl/044-v6.13-wifi-rtw88-Add-rtw8821au.c-and-rtw8812au.c.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000203	D	package/kernel/mac80211/patches/rtl/045-v6.13-wifi-rtw88-Enable-the-new-RTL8821AU-RTL8812AU-driver.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000204	D	package/kernel/mac80211/patches/rtl/046-wifi-rtw88-8821au-Add-additional-devices-to-the-USB_.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000205	D	package/kernel/mac80211/patches/rtl/047-wifi-rtw88-8812au-Add-more-device-IDs.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000206	D	package/kernel/mac80211/patches/rtl/048-wifi-rtw88-usb-Support-USB-3-with-RTL8812AU.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000207	D	package/kernel/mac80211/patches/rtl/049-wifi-rtw88-usb-Enable-RX-aggregation-for-8821au-8812.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
M07	M07	owned-in-source-step	yes	no	000208	D	package/kernel/mac80211/patches/rtl/050-wifi-rtlwifi-rtl8821ae-phy-restore-removed-code-to-f.patch	patch	review-only	wireless:mac80211:patch	M07-mac80211-non-8X-driver-family/rtl	drop	Group-level classification with representative patch-body reads: rtl reps 000181, 000187, 000196, 000202, 000207, 000209 show rtw88 RX no-signal handling, RTL8821AU/RTL8812AU power/firmware helper exports, RTL8812A beacon-loss DIG mitigation, USB module entry points, USB RX aggregation, and extra RTL8812BU USB IDs. Direct 8X base DTS/Wi-Fi overlay evidence uses mt7996/mt76 on PCIe with AT24/factory EEPROM, not Realtek rtw88/RTL USB stack.	Drop as non-8X driver-family evidence after representative body reads, not from filename alone. Route tags do not override direct 8X mt7996/mt76 authority. No M07 migration action for RTL unless later direct 8X evidence proves RTL hardware.	Group-level acceptable for RTL rows because representative body semantics are recorded and direct 8X Wi-Fi authority is mt7996/mt76; not a filename-only drop.
